cohort,mortality_available,wave,standardization,state_definition,common_living_observed_n,target_percent,cognitive_cut,cognitive_percent_below_cut,cognitive_percent_equal_cut,cognitive_percent_at_or_below_cut,cognitive_empirical_percentile_lower,cognitive_empirical_percentile_upper,cognitive_target_minus_realised_pp,functional_cut,functional_percent_above_cut,functional_percent_equal_cut,functional_percent_at_or_above_cut,functional_empirical_percentile_lower,functional_empirical_percentile_upper,functional_target_minus_realised_pp
share,True,7,fixed,matched_0.25,12878,25.0,-0.672993025867382,24.941761143034633,0.031060723714862556,24.972821866749495,24.941761143034633,24.972821866749495,0.027178133250505,0.25871036988475093,13.099860226743282,5.598695449603976,18.698555676347258,81.30144432365273,86.90013977325671,6.301444323652742
share,True,8,fixed,matched_0.25,50454,25.0,-0.5021321432631205,24.92963887897887,0.11099219090656837,25.04063106988544,24.92963887897887,25.04063106988544,-0.040631069885439075,0.25871036988475093,12.016886669045071,4.513021762397431,16.529908431442504,83.4700915685575,87.98311333095494,8.470091568557496
charls,True,1,wave,legacy,12264,,-0.43,30.169602087410308,0.0,30.169602087410308,30.169602087410308,30.169602087410308,,0.43,12.483692106979777,0.0,12.483692106979777,87.51630789302021,87.51630789302021,
charls,True,2,wave,legacy,13085,,-0.43,30.66870462361483,0.0,30.66870462361483,30.66870462361483,30.66870462361483,,0.43,11.715705005731754,0.0,11.715705005731754,88.28429499426824,88.28429499426824,
charls,True,3,wave,legacy,15570,,-0.43,29.511881824020552,0.0,29.511881824020552,29.511881824020552,29.511881824020552,,0.43,13.005780346820808,0.0,13.005780346820808,86.9942196531792,86.9942196531792,
charls,True,4,wave,legacy,11918,,-0.43,31.07904010740057,0.0,31.07904010740057,31.07904010740057,31.07904010740057,,0.43,11.847625440510152,0.0,11.847625440510152,88.15237455948984,88.15237455948984,
charls,True,5,wave,legacy,13195,,-0.43,32.360742705570296,0.0,32.360742705570296,32.360742705570296,32.360742705570296,,0.43,12.588101553618793,0.0,12.588101553618793,87.41189844638122,87.41189844638122,
elsa,False,1,wave,legacy,11700,,-0.43,26.94871794871795,0.0,26.94871794871795,26.94871794871795,26.94871794871795,,0.43,16.75213675213675,0.0,16.75213675213675,83.24786324786325,83.24786324786325,
elsa,False,2,wave,legacy,9224,,-0.43,24.88074588031223,0.0,24.88074588031223,24.88074588031223,24.88074588031223,,0.43,17.16175195143105,0.0,17.16175195143105,82.83824804856896,82.83824804856896,
elsa,False,3,wave,legacy,9467,,-0.43,25.773740361254887,0.0,25.773740361254887,25.773740361254887,25.773740361254887,,0.43,15.295236083236505,0.0,15.295236083236505,84.7047639167635,84.7047639167635,
elsa,False,4,wave,legacy,10537,,-0.43,24.570560880706083,0.0,24.570560880706083,24.570560880706083,24.570560880706083,,0.43,13.333966024485147,0.0,13.333966024485147,86.66603397551485,86.66603397551485,
elsa,False,5,wave,legacy,9659,,-0.43,24.050108706905476,0.0,24.050108706905476,24.050108706905476,24.050108706905476,,0.43,15.58132311833523,0.0,15.58132311833523,84.41867688166477,84.41867688166477,
elsa,False,6,wave,legacy,9902,,-0.43,22.5509997980206,0.0,22.5509997980206,22.5509997980206,22.5509997980206,,0.43,14.754595031306808,0.0,14.754595031306808,85.2454049686932,85.2454049686932,
elsa,False,7,wave,legacy,8910,,-0.43,23.333333333333332,0.0,23.333333333333332,23.333333333333332,23.333333333333332,,0.43,14.130190796857464,0.0,14.130190796857464,85.86980920314254,85.86980920314254,
elsa,False,8,wave,legacy,7845,,-0.43,23.08476736775016,0.0,23.08476736775016,23.08476736775016,23.08476736775016,,0.43,15.015933715742511,0.0,15.015933715742511,84.98406628425748,84.98406628425748,
elsa,False,9,wave,legacy,8058,,-0.43,25.99900719781584,0.0,25.99900719781584,25.99900719781584,25.99900719781584,,0.43,14.023330851327872,0.0,14.023330851327872,85.97666914867213,85.97666914867213,
hrs,True,10,wave,legacy,19357,,-0.43,33.26445213617812,0.0,33.26445213617812,33.26445213617812,33.26445213617812,,0.43,12.987549723614197,0.0,12.987549723614197,87.0124502763858,87.0124502763858,
hrs,True,11,wave,legacy,18372,,-0.43,27.60178532549532,0.0,27.60178532549532,27.60178532549532,27.60178532549532,,0.43,12.459177008491181,0.0,12.459177008491181,87.54082299150882,87.54082299150882,
